ID,DATE_DIFF,GENDER,AGE,COUNTRY
u9cou8qgut,156,FEMALE,35.0,US
duwjkzbn2m,5,FEMALE,37.0,US
glznme04j9,0,MALE,54.0,FR
6srca3vjct,0,MALE,30.0,CA
lhqfhxx2lo,0,FEMALE,26.0,US
wb6vjnqqd2,1,FEMALE,44.0,FR
2xlqw35yu9,8,MALE,30.0,US
lqavbvx8ym,2,MALE,64.0,US
aom8bfwxts,9,FEMALE,32.0,US
2jqe7bwoh1,1,FEMALE,41.0,US
a5i9t91b18,0,FEMALE,27.0,US
mp1cvmdcnu,6,MALE,39.0,GB
jlxs8tl41f,5,FEMALE,30.0,US
2m1vsoi9o1,13,FEMALE,27.0,US
fydzazz5be,5,MALE,34.0,US
k3g7nd3a9h,49,FEMALE,42.0,FR
fbyom44x1y,3,FEMALE,41.0,US
tc3q26xx8g,0,FEMALE,30.0,US
wpunftyhnu,9,FEMALE,50.0,US
3bb81fyusx,25,FEMALE,44.0,US
40ntgfaeee,82,FEMALE,40.0,US
6ybdqkieqj,179,FEMALE,43.0,US
xjdpbjmb7s,5,MALE,27.0,US
7a2apbu9qx,3,FEMALE,31.0,US
5pht5wkg58,0,FEMALE,35.0,CA
xhcg3zrz5o,1,FEMALE,56.0,US
niixvlacrz,5,FEMALE,28.0,US
ku5viflpo0,1,FEMALE,57.0,US
zben2h6rp1,330,FEMALE,31.0,FR
y72rs4t1wo,0,FEMALE,32.0,US
atadv2rxck,1,FEMALE,33.0,IT
mptbpw0dmj,291,FEMALE,35.0,US
1w8na7z6kw,4,FEMALE,39.0,US
2s8obqa2i0,0,FEMALE,26.0,US
7vjvr0azat,1,FEMALE,2014.0,US
15b4r494s5,160,MALE,74.0,US
2dwdztkg01,0,MALE,34.0,PT
24ygghfzpv,12,MALE,35.0,US
x2oh26hw2j,6,MALE,44.0,US
ujhj1njua0,318,MALE,28.0,US
dvn1fhdeu7,15,FEMALE,41.0,US
yqg7i8qnpk,102,MALE,49.0,US
gqj3k7ns2y,47,MALE,32.0,US
qhdqmlq32a,67,FEMALE,40.0,US
il0zgq4ywq,5,FEMALE,41.0,US
fhnncvetnf,180,FEMALE,35.0,US
lnuc9n71l3,320,FEMALE,23.0,US
qgpkz0lw7i,0,MALE,30.0,US
fwonud0c8r,1,FEMALE,53.0,US
of2lp909i2,202,FEMALE,45.0,US
k2322td003,101,FEMALE,34.0,US
9o1i5yyhgv,11,MALE,43.0,US
99pgm6tb4s,126,FEMALE,28.0,US
9rkrzx2k35,1,FEMALE,27.0,US
ir8d4htr9k,1,FEMALE,40.0,FR
ukm42i6b5g,203,MALE,33.0,US
8lxmgyzzya,3,MALE,36.0,US
mefkk3crfw,5,FEMALE,18.0,US
6fy6r1a097,1,FEMALE,30.0,GB
ff296ye9e5,3,FEMALE,37.0,US
uotazj3zrs,0,FEMALE,37.0,US
ux533fp0wo,1,MALE,36.0,US
n4byr51z8m,1,FEMALE,54.0,US
tkfewb3o43,27,FEMALE,61.0,IT
uw6tlvhwjj,3,MALE,41.0,US
76evqurk5m,30,MALE,25.0,US
0oktelmcv5,6,MALE,24.0,US
7z7tj8epyy,25,MALE,37.0,US
zgb75jq0mu,0,MALE,36.0,US
ohqh6se90d,3,MALE,28.0,US
o0dxfsy4hg,2,MALE,52.0,US
5i5zpd2xrv,3,FEMALE,67.0,IT
15trybb6wp,92,FEMALE,40.0,US
eo7a278ymq,0,FEMALE,46.0,ES
7vgzfhkswf,0,FEMALE,33.0,IT
gi62iyyb6x,7,MALE,44.0,DE
xiwhmqu1ih,0,FEMALE,28.0,US
qh8hxbotqk,3,MALE,52.0,US
eyk45kv3av,2,MALE,44.0,US
ra8xn21m6i,47,FEMALE,49.0,CA
u7i70m28ce,48,FEMALE,49.0,US
xqvtb6rajd,0,MALE,66.0,ES
dekjjxrv39,30,FEMALE,33.0,US
shmrocm4ye,3,FEMALE,39.0,DE
ey7abnf3yy,4,FEMALE,46.0,US
xwfeudrqzz,3,FEMALE,26.0,US
dj5fnitzs8,132,FEMALE,35.0,US
i2ng77v1cn,218,FEMALE,58.0,US
t6vgzz72m9,0,FEMALE,27.0,GB
rnfvsl3qba,45,MALE,34.0,US
1l8cg1v5n0,1,MALE,40.0,US
pgwv1f1r32,8,FEMALE,33.0,US
ki8904mwh2,1,FEMALE,38.0,US
70gclkw1py,9,MALE,35.0,US
1hev32bjk5,99,FEMALE,31.0,US
09vn3lcpnq,0,MALE,35.0,FR
ccf406qzb2,0,MALE,30.0,US
m16gpphj94,0,FEMALE,2014.0,US
pe47fjpnjj,23,FEMALE,45.0,US
wq3eefw9ll,2,MALE,2014.0,US
bpj0ebvibc,0,FEMALE,27.0,IT
dc3uwxunhx,123,MALE,26.0,US
pzpp9dn1bb,261,FEMALE,28.0,US
xaxag5cgt7,8,FEMALE,32.0,US
sjzkripedf,3,FEMALE,31.0,US
k6nyn0df0q,1,FEMALE,59.0,US
xzunmalnk0,1,FEMALE,72.0,US
nlpimkqkda,0,MALE,26.0,IT
j87ils6lud,30,FEMALE,25.0,GB
inskcu83ot,29,FEMALE,28.0,IT
v80c7if7pw,0,FEMALE,43.0,US
0og7mj91by,0,FEMALE,36.0,US
wbju6zot9v,2,FEMALE,43.0,US
oowifqa9jf,0,FEMALE,51.0,US
bbdy5yzjqa,1,MALE,32.0,US
slspg8qya5,0,FEMALE,39.0,US
43o29gtjrf,23,MALE,25.0,GB
nr5upavxh0,1,FEMALE,26.0,NL
l869cw6k27,113,FEMALE,30.0,US
32xpe85ea0,2,MALE,49.0,US
wlhhw6m05v,3,FEMALE,31.0,US
6l5pejgmt4,133,FEMALE,26.0,US
lmzahlko7w,7,FEMALE,35.0,ES
gwx5f03u03,0,FEMALE,34.0,US
9kkg6739lc,233,FEMALE,27.0,US
dlvecmx173,1,FEMALE,56.0,US
imqdtll1ae,203,MALE,23.0,US
wrxqexzdtz,84,FEMALE,46.0,US
zvsi4le6ph,0,MALE,26.0,US
opbpxjv2un,2,MALE,2014.0,US
uozm0e8krx,8,FEMALE,29.0,US
9o2vn3lit6,0,FEMALE,25.0,US
2hrcn7fxq2,124,MALE,40.0,FR
opj94osk9g,0,MALE,42.0,DE
7uquei6opu,2,MALE,50.0,US
ntd9svwmev,272,FEMALE,30.0,US
plekr9ell3,13,MALE,58.0,FR
jtvb4la17l,0,FEMALE,33.0,US
t9barxgiiu,1,FEMALE,33.0,US
s0wt8coe1d,0,MALE,33.0,US
pyf4ntfgsh,0,MALE,30.0,US
01n5vlj1gf,2,FEMALE,45.0,US
4xockgyxg8,319,MALE,34.0,US
hh0cr80mz1,1,FEMALE,40.0,US
26igdnwfd6,1,FEMALE,68.0,IT
zfswebdily,0,FEMALE,40.0,US
4k58gitkb3,2,MALE,26.0,US
i62p9mbfvd,2,FEMALE,35.0,GB
rdimlfq1f7,3,MALE,31.0,FR
oubotorjd4,2,MALE,35.0,US
cavdwyehir,1,FEMALE,34.0,US
iy5b4qhwt2,1,MALE,32.0,US
54gquxvddj,137,MALE,59.0,US
mdo5culptk,7,MALE,57.0,US
az0t6p6g4z,10,FEMALE,38.0,FR
43fwphbtfc,2,MALE,51.0,FR
qdjku9ao6t,1,FEMALE,42.0,US
wvp1lbl85c,3,MALE,62.0,US
ibkpwnvt2q,27,FEMALE,31.0,US
i2qh6f82j2,3,FEMALE,35.0,US
dr97zll3tz,0,FEMALE,23.0,US
nbpdt4umxo,8,FEMALE,37.0,US
x2wqwxac41,12,FEMALE,34.0,ES
oovq9xa18n,0,FEMALE,35.0,ES
c93wpoc8og,0,FEMALE,27.0,US
0x1vg243id,29,MALE,34.0,FR
euo7e4qblq,0,FEMALE,45.0,ES
ho0o7mjj9m,1,FEMALE,26.0,IT
6ka91cj7tl,15,MALE,33.0,US
1d8depr1gc,6,FEMALE,26.0,US
pccet1mizo,4,FEMALE,33.0,FR
gecp5efgrb,43,FEMALE,29.0,US
x91jw0vwa8,6,MALE,60.0,ES
eo55dvqim7,34,MALE,40.0,US
1llxh6h8ie,7,FEMALE,26.0,FR
hcb5brnv3m,18,MALE,37.0,DE
1k47gzplya,1,FEMALE,36.0,US
uf6nszsmde,19,FEMALE,35.0,US
tclc6r3b31,82,MALE,33.0,GB
2lto8bz665,2,FEMALE,25.0,US
6qqpxwmh7e,12,FEMALE,33.0,IT
hb54w80zwa,0,MALE,38.0,US
nptj6mcdid,0,FEMALE,41.0,GB
3pk3dtdh19,1,FEMALE,30.0,US
9xtvdzkqvf,181,FEMALE,31.0,US
a3txy3x8i6,2,FEMALE,53.0,US
0pnzy9l1wu,3,FEMALE,36.0,US
5zo9yc0n1s,16,FEMALE,18.0,US
jaebtbjk1t,69,FEMALE,26.0,US
fn8zy6z3k6,302,MALE,46.0,US
gfmezj9ord,331,FEMALE,46.0,US
z11s7mz3b9,3,FEMALE,56.0,US
bkctwvuceu,183,FEMALE,37.0,GB
po340nz34c,204,MALE,59.0,US
bvgteiuze7,0,FEMALE,34.0,IT
x3d3yv0qxh,12,FEMALE,19.0,US
ew56yl012e,0,FEMALE,28.0,US
3z6fquxk0z,1,FEMALE,67.0,US
h1jvu3nc5a,4,MALE,36.0,US
e4feh6vf0x,2,FEMALE,31.0,GB
ewq47r2wlj,0,FEMALE,32.0,US
qa25szgw1d,6,MALE,2014.0,US
is8z6gqlpx,6,MALE,38.0,FR
pdu4gx3ji3,272,MALE,46.0,US
0q12ydtv82,24,FEMALE,63.0,US
r98u0fcxk8,28,FEMALE,29.0,US
sx3r0uo10z,0,MALE,51.0,US
hv92gi6vmm,14,MALE,34.0,CA
1kjem1814m,22,FEMALE,27.0,FR
exnajj57xa,208,FEMALE,26.0,US
2ibgjvjjtx,270,FEMALE,33.0,US
ppwjjbd80j,338,MALE,43.0,US
tmy7di9x2p,0,MALE,35.0,FR
2r4z117t6t,0,MALE,36.0,US
pjtpck70yp,1,FEMALE,32.0,DE
mgi9lmzdxm,2,MALE,34.0,US
z6a4tfmle1,2,MALE,27.0,US
muvxpkraws,14,MALE,42.0,US
h5nlanqk4m,14,FEMALE,105.0,US
s5urp8j74p,3,FEMALE,69.0,US
bs5vvya5p4,9,FEMALE,46.0,US
ehamiqywl8,1,MALE,36.0,US
o77rng14gi,26,FEMALE,43.0,US
sn1s8sxp8b,0,FEMALE,33.0,US
xx9q03u933,292,MALE,44.0,US
f00mqv51b5,7,MALE,34.0,US
4y7a67lls8,7,FEMALE,35.0,US
vdfi0ever4,25,FEMALE,29.0,US
tzwkdoat2x,60,MALE,27.0,US
6ewexfcxq6,2,FEMALE,28.0,US
5iyxsjaadu,365,FEMALE,43.0,US
l9wcxusvve,70,FEMALE,28.0,US
5nkcsqb6n9,4,FEMALE,36.0,FR
dvmo3q37wk,3,FEMALE,38.0,CA
dw7rdxpp1q,1,MALE,35.0,US
iu5c86g85i,1,MALE,36.0,IT
qigwij440w,1,MALE,39.0,US
m17da0aca0,0,FEMALE,54.0,US
3qw83fxf92,6,MALE,47.0,US
snyawvf7vr,230,FEMALE,34.0,US
d0ygydzy96,1,MALE,41.0,US
2aqpq2obub,1,MALE,43.0,DE
ih7iofw9tf,2,FEMALE,35.0,FR
vez6ur58rc,1,FEMALE,47.0,AU
6lmacsl3t4,275,FEMALE,42.0,US
kg3rwp9vs3,0,MALE,45.0,US
n02wmlnpzv,15,FEMALE,34.0,US
9dhnjo1dvi,0,MALE,33.0,US
rn9uqe45gx,16,FEMALE,31.0,IT
abod9amppj,17,FEMALE,66.0,GB
kfhs52ajnq,299,MALE,25.0,IT
0c9a2jgzfs,335,MALE,29.0,US
434v6gyoyo,88,MALE,33.0,US
v6rhgwxikq,39,FEMALE,28.0,US
ud3dt3ypkb,4,FEMALE,34.0,US
8c63kbl8ur,121,FEMALE,30.0,US
e46n3n6wet,204,MALE,31.0,DE
7qm0eikrqi,24,FEMALE,25.0,US
t5j4nsi6pd,1,MALE,60.0,US
w4ibtprkhc,51,FEMALE,49.0,US
804p0rp0ic,2,MALE,45.0,US
4mw2xrmpsk,2,MALE,33.0,US
po25srbgb0,200,MALE,34.0,US
lmb2iasjbr,14,FEMALE,45.0,US
gfpdeyyxet,4,MALE,34.0,US
rctsi9pi9d,5,FEMALE,22.0,CA
cl7nzrkp3d,2,FEMALE,29.0,US
nhnmm7hwm9,3,FEMALE,41.0,US
hkjtmvcpsj,2,FEMALE,57.0,US
ezsq1dgtic,0,MALE,63.0,US
n4mkqm8tlo,0,MALE,35.0,US
v2uugsltzw,0,MALE,37.0,US
lqw2dul396,0,MALE,30.0,US
1bww3iwq08,2,FEMALE,34.0,DE
i52wcbcme3,1,FEMALE,43.0,US
loy4e4it3g,0,MALE,44.0,US
btrebly4ih,0,FEMALE,33.0,US
vegmfvgku0,9,MALE,42.0,US
zek5o8mjh3,2,MALE,49.0,US
lgg6oho67i,5,MALE,23.0,FR
am346viamp,9,MALE,31.0,US
u1jabem9t1,4,FEMALE,40.0,US
d4igwn8o2f,0,FEMALE,35.0,US
edc1ednxfb,0,MALE,41.0,US
vt3fade3ob,2,FEMALE,35.0,US
vjai9l48g3,119,MALE,56.0,US
n85mr00pgz,74,FEMALE,36.0,GB
062c8z7ldv,13,MALE,34.0,US
a97n6alpms,347,FEMALE,48.0,US
avk0gdgcoq,3,MALE,28.0,US
umnqgpzi5e,2,FEMALE,28.0,US
gl7shzx9wk,22,MALE,39.0,US
4c9k9sav4b,269,MALE,58.0,FR
nh8nmqiocs,1,MALE,28.0,US
k5rl9udvwv,86,FEMALE,35.0,ES
k2wbyargyg,273,FEMALE,30.0,US
e1vv33fwlq,1,MALE,30.0,US
qhtk340owo,1,MALE,38.0,ES
29nd1xspxe,65,MALE,44.0,US
tdnv77p1q2,5,FEMALE,24.0,GB
hgh5knitaw,1,FEMALE,39.0,US
fs96xd7o6g,7,FEMALE,36.0,GB
nzq747y3kp,2,MALE,54.0,US
i0e4yenl6u,3,FEMALE,39.0,US
c4myv6ngz1,0,FEMALE,29.0,US
cu57gl38wy,1,FEMALE,42.0,GB
q2vhwx683r,1,MALE,38.0,US
uvy9ftdhjj,1,MALE,35.0,IT
p9u0v3auqm,4,MALE,26.0,US
8ssbgdgv5y,200,MALE,40.0,US
5oe7463ye3,0,MALE,32.0,US
dmzgiclbaf,50,MALE,38.0,US
n5ggw0efcd,11,FEMALE,27.0,DE
4smf2nygvd,4,FEMALE,60.0,US
cvho2chvyd,3,FEMALE,36.0,US
nob78xkcsh,270,FEMALE,35.0,US
lxmsr6osw3,0,MALE,48.0,US
b5itmuzi4n,0,MALE,39.0,US
3emdbyn9tc,1,FEMALE,34.0,FR
wpshpotxu1,9,FEMALE,41.0,IT
k327ywq3hb,0,MALE,59.0,US
rnvwpjj87m,3,MALE,37.0,US
vgvw6t9ib3,347,MALE,62.0,US
e1r62mt138,144,MALE,33.0,US
3tzef3xrwl,6,FEMALE,25.0,US
r9f5c3sepf,3,MALE,38.0,US
oyf6fxjzk8,39,MALE,2014.0,ES
4bsjdk3bmq,100,MALE,39.0,US
8384y4wro7,181,MALE,34.0,US
23guhgb2uy,249,FEMALE,45.0,US
p92wuoi6b3,240,FEMALE,36.0,US
3qizzypv24,297,FEMALE,27.0,US
tt9aub3cen,27,FEMALE,38.0,US
46zjx0cj9w,9,FEMALE,34.0,US
p9y7rtf471,74,FEMALE,33.0,IT
f8c5hxpeqt,1,MALE,33.0,US
xphehh9l22,1,MALE,42.0,US
f13jhhr99a,4,FEMALE,31.0,US
4dpyye3spo,7,FEMALE,38.0,ES
pteb17cju8,247,FEMALE,27.0,US
7np2s4trin,4,FEMALE,58.0,US
nc1rfdgolh,0,FEMALE,30.0,US
0ggkbnozyg,68,MALE,38.0,US
w9se8y9jpp,5,MALE,41.0,US
07p0ntohet,1,MALE,34.0,US
pcgmsfq988,1,MALE,27.0,US
qkdp2a7852,155,MALE,34.0,IT
cgu7q6tk52,1,MALE,37.0,US
f09p543ujc,18,FEMALE,24.0,US
vbekputyes,54,FEMALE,28.0,US
8ntataw5i7,0,MALE,39.0,GB
hecvv0igzt,6,FEMALE,35.0,US
occhl0oelo,9,FEMALE,33.0,US
cv7ekfr945,105,FEMALE,34.0,IT
gf1dxwc35z,268,MALE,30.0,US
pj830a04l8,5,MALE,34.0,US
nvuh3k3q30,31,MALE,32.0,US
nr6xeu6v57,3,FEMALE,35.0,US
r32w0zkjcg,2,FEMALE,51.0,FR
5jrz00n0ab,3,MALE,21.0,US
mz0wxriub8,135,MALE,39.0,IT
3l3brc4v7j,6,FEMALE,29.0,US
0cl03tear4,7,MALE,27.0,US
rq5sjlumm4,7,FEMALE,35.0,ES
6nz51mmdy5,337,MALE,45.0,US
7d67bqzcxs,6,FEMALE,30.0,US
v85n9hqfy9,0,FEMALE,39.0,FR
ncaw0wmgle,184,FEMALE,45.0,US
8g4hlk2stm,2,FEMALE,23.0,US
u837zzslf9,0,MALE,41.0,US
5ysol0oxzf,0,FEMALE,33.0,US
6qsw1ewt4e,263,FEMALE,28.0,US
0xzq2tz6gl,11,FEMALE,26.0,US
6fip6c5t0g,97,FEMALE,44.0,US
eh71ui5keb,35,FEMALE,53.0,US
jafd991bw5,1,FEMALE,40.0,IT
4cllit4v43,0,FEMALE,33.0,IT
54slcx8473,37,MALE,26.0,US
qe2a5nci2p,0,MALE,34.0,US
jqfih74cxb,0,FEMALE,33.0,US
itpra3tfkg,5,MALE,30.0,US
0t9uddix1i,1,MALE,29.0,FR
4ap010camt,2,FEMALE,32.0,US
gqvz9w645q,6,FEMALE,34.0,US
7pr961jqom,16,FEMALE,44.0,US
l58g17vn8m,5,FEMALE,31.0,US
5tklfexmpn,116,MALE,27.0,US
6rupu6668n,2,MALE,47.0,DE
wntsax66qe,344,MALE,35.0,FR
ns1uia5pcf,1,FEMALE,28.0,US
mlus6fwdrp,0,FEMALE,47.0,US
yd9val286u,1,MALE,61.0,FR
f3zgcumeqe,3,FEMALE,28.0,US
2o7kjajgi9,195,FEMALE,51.0,ES
o1wsl57vbw,1,FEMALE,51.0,US
25vjckmbr1,1,MALE,31.0,US
diyu8p3f1s,22,FEMALE,33.0,US
egfcwrzyos,0,FEMALE,59.0,US
1d42uijoui,1,MALE,30.0,US
8i9jdq04f9,6,MALE,30.0,US
21u8qbycqc,325,FEMALE,34.0,US
azrnm07ggg,1,MALE,45.0,US
xrs1opqzq2,0,MALE,37.0,GB
wkfnti2btl,2,FEMALE,32.0,US
xhmfnict7y,156,MALE,54.0,US
fwm3av2poj,13,MALE,46.0,US
zh2ucvkih9,0,FEMALE,34.0,US
dyankz1ii6,1,FEMALE,32.0,US
q0azudjjxm,0,FEMALE,35.0,IT
udodropbt2,16,MALE,27.0,FR
c221w9ndym,20,FEMALE,35.0,US
qbxlltsslu,4,FEMALE,44.0,US
lbzz2wp10d,0,FEMALE,44.0,US
nlzvrb9uwo,131,FEMALE,31.0,US
6wzkj8skgp,88,FEMALE,34.0,IT
833hpdnxez,0,FEMALE,45.0,FR
5slvvke1af,0,MALE,33.0,US
9p2mh196eq,29,FEMALE,40.0,ES
aa4a69ld8m,3,MALE,45.0,US
1720bxsyps,0,FEMALE,60.0,US
s2471gnbl5,88,FEMALE,41.0,US
p70bd76b2l,6,FEMALE,26.0,US
48df5knml8,10,FEMALE,36.0,GB
cj83bkznas,2,FEMALE,40.0,GB
7udh85pgh8,18,FEMALE,47.0,US
wdlqzul4cu,1,MALE,51.0,US
2i3dee3f8r,4,FEMALE,40.0,FR
03g9n8j88t,21,MALE,37.0,US
5iy1kh4548,19,MALE,32.0,CA
lhccczhe1o,181,FEMALE,27.0,US
z5dooirtvo,30,MALE,28.0,US
xcy9rzh9jx,2,FEMALE,35.0,US
5zjzc6o450,295,FEMALE,41.0,US
k6gb9aokw9,11,FEMALE,37.0,US
265fxcloe4,125,FEMALE,37.0,FR
9p0mvbbei3,1,MALE,29.0,FR
an98gwypmr,6,FEMALE,33.0,US
rmxt5hbq8d,4,MALE,28.0,FR
1w5qxuhj44,84,MALE,28.0,US
9s3tuj6p0r,21,MALE,31.0,US
haqv3yftw1,0,FEMALE,42.0,US
zi7plwn8hx,3,MALE,33.0,US
b31z1nixnt,0,FEMALE,55.0,US
56uuvy5iti,7,FEMALE,59.0,US
xlt6rwow1x,4,MALE,52.0,FR
zixz0ow8r5,2,FEMALE,40.0,US
45h5tqcm1c,351,FEMALE,44.0,US
s6z95s54lt,0,FEMALE,35.0,US
mjtu92ww0l,1,FEMALE,31.0,US
wa1paz87r5,0,FEMALE,66.0,US
yut6nwfhw5,9,FEMALE,36.0,IT
i5q0oddncd,68,MALE,39.0,US
gs50ruii6l,1,FEMALE,2014.0,US
3w1qli8i9t,2,FEMALE,27.0,US
ysjjlgptuo,4,FEMALE,43.0,US
dj4cl4dmtf,157,MALE,36.0,US
mlighwa10i,225,MALE,48.0,US
zh3pt4j3vr,31,MALE,37.0,US
9e3t5uugdx,2,MALE,36.0,US
bicgyrhl5a,83,FEMALE,27.0,US
weam7vla6f,3,FEMALE,31.0,US
8s5u1l9bn7,5,MALE,42.0,ES
6ja151mzc3,1,FEMALE,25.0,US
bk4bd2bgl2,21,FEMALE,39.0,US
vy1qs66239,40,FEMALE,27.0,ES
211yuk8nge,7,FEMALE,31.0,US
mi4xjkke3l,1,MALE,40.0,US
w2vlj9hlts,2,MALE,36.0,US
s7l1wzi9fe,0,FEMALE,58.0,US
kelljp7hip,0,FEMALE,35.0,FR
7b4u9xdjdf,2,MALE,35.0,US
ladqv8141d,1,MALE,42.0,FR
m519s68uvb,350,MALE,23.0,US
gooy3x6llg,94,MALE,18.0,DE
cn2gop2goc,358,MALE,31.0,US
ame43g08fa,0,MALE,32.0,US
3oadcqvjsq,16,FEMALE,38.0,US
8sefv0c1lf,0,FEMALE,33.0,US
b9a1dalkal,1,FEMALE,48.0,IT
72x7wbhhhh,0,FEMALE,40.0,US
9vswgzfhe3,13,FEMALE,29.0,US
djj99mwpm5,5,FEMALE,34.0,US
iqvkaaprt5,268,MALE,32.0,US
bahk6o2w38,58,FEMALE,22.0,US
2brtii8bof,4,FEMALE,74.0,US
w5lgnglawi,113,MALE,35.0,US
rjazwsz0js,14,MALE,37.0,US
6af55s304k,5,MALE,33.0,US
7ae6uywtiu,0,MALE,36.0,US
07ui43zzii,0,MALE,39.0,PT
ly1k7sohpx,244,MALE,41.0,US
pmc6fraxfl,10,FEMALE,44.0,US
toluex5jv9,1,FEMALE,33.0,FR
vnb0eth4u9,6,FEMALE,43.0,ES
gugmxpdcww,0,FEMALE,58.0,US
mvk3d03sh9,35,FEMALE,35.0,US
fktg2x3wdn,9,MALE,50.0,US
ilj8ghh9t7,1,FEMALE,30.0,GB
gwes5lyo8e,5,FEMALE,39.0,US
n8tfkaspqu,9,FEMALE,35.0,US
ogoszv7cej,1,FEMALE,43.0,US
qla852yb48,152,MALE,32.0,US
3gs5mj58zc,12,MALE,35.0,US
gi4ceoygdi,0,FEMALE,28.0,US
j77i9gm5gq,193,MALE,47.0,US
dr7yaue74l,0,FEMALE,29.0,US
53j7bm0bb7,0,MALE,57.0,US
1z352yk6v3,170,MALE,66.0,US
ix5nm4g3fm,1,FEMALE,25.0,FR
071ikcvayu,1,MALE,32.0,US
u0lstc6vtf,0,MALE,56.0,US
6e39np9hpi,11,MALE,40.0,US
jz9d0lhyx6,348,MALE,37.0,US
s0pipjtfh7,10,MALE,26.0,US
aczfqx3leq,0,FEMALE,32.0,US
ylknnwdtsd,277,FEMALE,24.0,US
ycfsgt6w9r,7,FEMALE,49.0,CA
2kyp1sxf9q,21,FEMALE,33.0,US
52i4n5p98x,1,FEMALE,33.0,US
zsk01icqq7,197,FEMALE,39.0,US
2fojncj5x8,72,FEMALE,35.0,ES
3dvpohqunr,1,MALE,31.0,IT
rwkznipr50,1,FEMALE,37.0,US
6lwe4bufl4,15,MALE,26.0,US
57mqb3mt3b,3,MALE,32.0,US
622jadjfu6,5,MALE,39.0,US
7esil4sv38,181,MALE,43.0,US
8cgtwbe3el,0,MALE,32.0,GB
ppzz6z9t2s,106,FEMALE,45.0,US
38hm40hz04,95,MALE,38.0,US
bpk1uw07tg,3,FEMALE,55.0,US
1vyi168cbq,16,FEMALE,34.0,US
jkyb9e4e3m,5,FEMALE,65.0,US
g1zg1nkees,4,MALE,33.0,FR
5ohhrecpc9,154,MALE,24.0,US
o18h8w79ci,0,FEMALE,36.0,US
2hmoindi6m,9,FEMALE,24.0,FR
izmsyca7m7,1,MALE,18.0,NL
xt30rgdygl,2,FEMALE,32.0,US
9id0lfnsmd,0,MALE,44.0,US
tdanqjpbda,14,FEMALE,28.0,FR
nrpnbw696m,1,MALE,44.0,FR
knzisoifrn,35,MALE,27.0,US
bajrcfy7s8,0,MALE,32.0,US
odcwc2kbb0,0,FEMALE,78.0,US
ip81qj9a27,0,MALE,33.0,US
txxfos66u0,36,FEMALE,38.0,US
162417cxuo,299,FEMALE,34.0,US
sk06fi6egx,8,FEMALE,36.0,IT
8t4nfkj68v,1,FEMALE,43.0,US
kflgva25u2,2,FEMALE,60.0,US
nippjfuagw,2,MALE,36.0,US
1gstzhlyqu,16,FEMALE,29.0,US
vdw3a32f5y,228,FEMALE,28.0,CA
iijrr91rz0,1,MALE,35.0,NL
gsikqwxdsc,1,FEMALE,27.0,US
3ktrhpzadl,2,FEMALE,72.0,GB
5sk6vsyrav,2,FEMALE,46.0,US
krdp2yet5x,96,FEMALE,27.0,US
cre2luheio,125,FEMALE,36.0,ES
385ietjxj9,1,FEMALE,30.0,IT
vlxy4hxekv,31,MALE,33.0,US
021ovuu0uh,37,MALE,33.0,ES
wzc4zk36hf,1,FEMALE,54.0,US
eg69r9qu5o,1,FEMALE,34.0,ES
n91k5ddf5u,8,MALE,57.0,GB
jmogs06qfg,7,FEMALE,28.0,FR
8eam08woyi,14,MALE,44.0,FR
r5wbz0qf9x,12,MALE,51.0,US
klt30pvbdp,0,MALE,33.0,US
4y6mbc70va,303,MALE,24.0,FR
06bb8qspsn,149,MALE,35.0,US
as2fye5sj9,5,FEMALE,29.0,US
yk58t49646,14,FEMALE,33.0,US
ctml7chy8c,171,MALE,30.0,US
0bu5naeavj,12,FEMALE,30.0,US
979xsmfwvo,3,MALE,38.0,US
p29q8hjhbh,61,MALE,36.0,US
k3a1c296x4,0,FEMALE,56.0,AU
csqkzjiphw,6,MALE,30.0,US
7ezu2b1e3g,125,MALE,38.0,US
mtxzc908yp,3,FEMALE,56.0,US
aol0cu16zw,13,MALE,33.0,US
17ej4xs7vk,14,MALE,37.0,US
ucmdi2ksr1,170,FEMALE,36.0,US
doqa8xsqe5,9,FEMALE,24.0,US
fys2wva3xu,2,FEMALE,18.0,IT
mzh6bxt05w,0,MALE,46.0,ES
cuf3p8rszx,253,MALE,36.0,US
he286q23ea,18,MALE,31.0,US
4yib3ubm8i,2,FEMALE,29.0,US
zem06bctbs,1,FEMALE,23.0,US
vvmen39u32,3,MALE,50.0,US
58l4cm5htp,0,FEMALE,50.0,FR
8qe3zc53qk,0,FEMALE,29.0,US
qe062lj3cr,8,MALE,32.0,NL
q1y9iouf10,0,FEMALE,32.0,CA
ovv4zlat1e,1,MALE,56.0,FR
pvl6ce0olr,28,MALE,55.0,US
l27eq8gamg,8,FEMALE,29.0,NL
e9zj908ypr,296,FEMALE,36.0,US
nnkbxz7z0q,1,MALE,37.0,US
cwp5ttcvpy,9,FEMALE,28.0,FR
90zgyk4f1n,215,FEMALE,33.0,GB
t4jxuwuffk,7,FEMALE,41.0,US
z8kmh5iqff,0,MALE,27.0,US
nafclhdt0y,12,FEMALE,30.0,US
m6w5y0ujyc,0,MALE,55.0,US
9haq6ych3r,0,FEMALE,33.0,US
3iz28o4fm6,2,FEMALE,39.0,US
jz0q7gq0il,66,FEMALE,56.0,US
u8ftlv6h10,5,FEMALE,53.0,US
